,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,cluster
25,Maruti Swift Dzire,Maruti,Swift Dzire,5,52000,Individual,Petrol,Manual,20.85,1197,83.14,5,550000,0
26,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,76500,Dealer,Diesel,Automatic,14.84,2143,170.0,5,1490000,3
27,Toyota Innova,Toyota,Innova,12,220000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000,1
28,Toyota Innova,Toyota,Innova,5,86000,Dealer,Diesel,Manual,13.68,2393,147.8,8,1695000,1
29,Honda Amaze,Honda,Amaze,3,6905,Dealer,Petrol,Automatic,19.0,1199,88.76,5,750000,2
30,Hyundai i20,Hyundai,i20,5,28000,Dealer,Diesel,Manual,21.19,1396,88.73,5,650000,3
31,Hyundai i10,Hyundai,i10,5,70038,Dealer,Petrol,Manual,19.81,1086,68.05,5,420000,2
32,Maruti Baleno,Maruti,Baleno,2,5808,Trustmark Dealer,Petrol,Manual,21.01,1197,81.8,5,750000,2
33,Hyundai Grand,Hyundai,Grand,6,79225,Dealer,Diesel,Manual,24.0,1120,70.0,5,469000,3
34,Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,850000,2
35,Volkswagen Polo,Volkswagen,Polo,9,54000,Dealer,Diesel,Manual,22.07,1199,73.9,5,255000,3
36,Ford Figo,Ford,Figo,8,100000,Individual,Diesel,Manual,20.0,1399,68.1,5,250000,3
37,Maruti Swift,Maruti,Swift,1,1332,Dealer,Petrol,Manual,21.21,1197,81.8,5,625000,2
38,Toyota Innova,Toyota,Innova,7,244400,Individual,Diesel,Manual,12.99,2494,100.6,8,900000,1
39,Toyota Fortuner,Toyota,Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1265000,1
40,Maruti Wagon R,Maruti,Wagon R,6,37499,Trustmark Dealer,Petrol,Manual,21.79,998,67.05,5,350000,2
41,Maruti Ignis,Maruti,Ignis,3,43000,Individual,Petrol,Manual,20.89,1197,81.8,5,500000,0
42,Volvo XC,Volvo,XC,5,90300,Dealer,Diesel,Manual,11.1,2400,200.0,7,4050000,1
43,Maruti Swift Dzire,Maruti,Swift Dzire,8,85000,Dealer,Petrol,Manual,20.85,1197,83.14,5,475000,2
44,BMW 3,BMW,3,5,45000,Dealer,Diesel,Automatic,19.59,1995,184.0,5,2690000,3
45,Mahindra XUV500,Mahindra,XUV500,6,45737,Dealer,Diesel,Manual,16.0,2179,140.0,7,1280000,1
46,Maruti Swift Dzire,Maruti,Swift Dzire,3,32000,Dealer,Diesel,Manual,19.3,1248,73.9,5,675000,3
47,Toyota Innova,Toyota,Innova,4,100000,Individual,Diesel,Manual,13.68,2393,147.8,7,1500000,1
48,BMW 7,BMW,7,10,78000,Dealer,Diesel,Automatic,16.46,2993,258.0,5,1645000,3
49,Hyundai i20,Hyundai,i20,3,69000,Dealer,Diesel,Manual,22.54,1396,88.73,5,660000,3
50,Mahindra Scorpio,Mahindra,Scorpio,14,100000,Individual,Diesel,Manual,11.0,2179,120.0,5,217000,3
51,Maruti Swift,Maruti,Swift,4,60000,Individual,Diesel,Manual,28.4,1248,74.0,5,390000,3
52,Renault Duster,Renault,Duster,6,56308,Dealer,Diesel,Manual,20.45,1461,83.8,5,440000,3
53,Maruti Swift Dzire,Maruti,Swift Dzire,3,35000,Dealer,Petrol,Manual,21.21,1197,81.8,5,650000,2
54,Mahindra XUV500,Mahindra,XUV500,9,73615,Dealer,Diesel,Manual,15.1,2179,140.0,7,625000,1
55,Renault KWID,Renault,KWID,5,27000,Dealer,Petrol,Manual,25.17,799,53.3,5,265000,2
56,Mahindra Scorpio,Mahindra,Scorpio,9,89000,Dealer,Diesel,Manual,12.05,2179,120.0,8,695000,1
57,Hyundai Santro,Hyundai,Santro,13,30000,Individual,Petrol,Manual,17.92,1086,62.1,5,135000,0
58,Datsun RediGO,Datsun,RediGO,5,13000,Dealer,Petrol,Manual,22.7,799,53.64,5,285000,2
59,Ford Figo,Ford,Figo,9,90000,Individual,Diesel,Manual,20.0,1399,68.0,5,150000,3
60,Skoda Octavia,Skoda,Octavia,13,38000,Dealer,Diesel,Manual,16.6,1896,122.4,5,540000,3
61,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,51000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1675000,3
62,Maruti Ertiga,Maruti,Ertiga,5,45700,Dealer,Diesel,Manual,24.52,1248,88.5,7,650000,1
63,Honda City,Honda,City,7,146781,Dealer,Diesel,Manual,26.0,1498,98.6,5,575000,3
64,Maruti Baleno,Maruti,Baleno,3,21000,Dealer,Petrol,Manual,21.4,1197,83.1,5,590000,2
65,Toyota Innova,Toyota,Innova,10,95000,Individual,Diesel,Manual,12.8,2494,102.0,8,1200000,1
66,Toyota Innova,Toyota,Innova,9,120000,Individual,Petrol,Manual,12.4,1998,132.0,8,650000,0
67,Ford Ecosport,Ford,Ecosport,2,19375,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1125000,2
68,Hyundai i20,Hyundai,i20,7,46500,Dealer,Petrol,Manual,18.5,1197,82.9,5,425000,2
69,Toyota Innova,Toyota,Innova,2,31000,Dealer,Diesel,Manual,13.68,2393,147.51,7,2200000,1
70,Mahindra XUV500,Mahindra,XUV500,8,105000,Dealer,Diesel,Manual,16.0,2179,140.0,7,525000,1
72,Honda Amaze,Honda,Amaze,2,30000,Individual,Diesel,Manual,27.4,1498,98.63,5,700000,3
73,Hyundai i20,Hyundai,i20,5,77000,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000,3
74,Hyundai Verna,Hyundai,Verna,5,120000,Individual,Diesel,Manual,23.9,1582,126.2,5,600000,3
75,Hyundai i10,Hyundai,i10,9,32000,Dealer,Petrol,Manual,20.36,1197,78.9,5,275000,2
76,Maruti Baleno,Maruti,Baleno,5,33000,Individual,Petrol,Manual,21.4,1197,83.1,5,470000,0
77,Hyundai Grand,Hyundai,Grand,5,29250,Trustmark Dealer,Petrol,Manual,18.9,1197,81.86,5,445000,2
78,Renault KWID,Renault,KWID,2,23000,Dealer,Petrol,Manual,25.17,799,53.3,5,425000,2
79,Mahindra Bolero,Mahindra,Bolero,11,211000,Individual,Diesel,Manual,13.6,2523,63.0,7,275000,1
80,Hyundai Verna,Hyundai,Verna,8,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,525000,3
81,Honda WR-V,Honda,WR-V,4,25656,Dealer,Petrol,Manual,17.5,1199,88.7,5,760000,2
82,Maruti Swift Dzire,Maruti,Swift Dzire,9,100000,Individual,Diesel,Manual,19.3,1248,73.9,5,371000,3
83,Maruti Swift,Maruti,Swift,9,55380,Dealer,Diesel,Manual,22.9,1248,74.0,5,425000,3
84,Maruti Swift,Maruti,Swift,11,80000,Individual,Diesel,Manual,17.8,1248,75.0,5,325000,3
85,Maruti Wagon R,Maruti,Wagon R,4,75000,Dealer,CNG,Manual,33.54,998,67.04,5,375000,3
86,Volkswagen Polo,Volkswagen,Polo,6,81544,Dealer,Petrol,Automatic,17.21,1197,103.6,5,685000,2
87,Maruti Ciaz,Maruti,Ciaz,3,23167,Dealer,Petrol,Manual,21.56,1462,103.25,5,725000,2
88,Maruti Ertiga,Maruti,Ertiga,5,76000,Dealer,Diesel,Manual,24.52,1248,88.5,7,825000,1
89,Hyundai i20,Hyundai,i20,2,50000,Individual,Diesel,Manual,22.54,1396,88.76,5,820000,3
90,Maruti Alto,Maruti,Alto,3,17000,Dealer,Petrol,Manual,22.74,796,47.3,5,315000,2
91,Volkswagen Vento,Volkswagen,Vento,6,56000,Dealer,Petrol,Automatic,18.19,1197,103.2,5,750000,2
92,Hyundai Verna,Hyundai,Verna,6,43000,Dealer,Petrol,Manual,17.43,1396,105.5,5,580000,2
93,Maruti Wagon R,Maruti,Wagon R,14,60000,Individual,Petrol,Manual,17.3,1061,64.0,5,120000,0
94,Maruti Swift Dzire,Maruti,Swift Dzire,6,90000,Individual,Diesel,Manual,26.59,1248,74.0,5,370000,3
95,Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Automatic,21.4,1197,83.1,5,600000,0
96,Mahindra Alturas,Mahindra,Alturas,3,13000,Individual,Diesel,Automatic,12.05,2157,178.49,7,2400000,1
97,Maruti Wagon R,Maruti,Wagon R,9,63000,Dealer,CNG,Manual,26.2,998,58.2,5,295000,3
98,Mahindra Bolero,Mahindra,Bolero,6,150000,Individual,Diesel,Manual,15.96,2523,63.0,9,650000,1
99,Tata Safari,Tata,Safari,6,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,620000,1
100,Mahindra Scorpio,Mahindra,Scorpio,2,30000,Dealer,Diesel,Manual,16.36,2179,120.0,7,1300000,1
101,Maruti Swift,Maruti,Swift,13,34273,Dealer,Petrol,Manual,16.1,1298,88.2,5,190000,2
102,Maruti Wagon R,Maruti,Wagon R,10,69001,Dealer,Petrol,Manual,17.3,1061,64.0,5,290000,2
103,Maruti Swift Dzire,Maruti,Swift Dzire,4,31000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000,2
104,Volkswagen Polo,Volkswagen,Polo,6,60000,Individual,Petrol,Manual,16.47,1198,74.0,5,350000,0
105,Mahindra Bolero,Mahindra,Bolero,8,110000,Individual,Diesel,Manual,15.96,2523,62.1,7,420000,1
106,Hyundai Creta,Hyundai,Creta,3,65411,Dealer,Diesel,Manual,19.67,1582,126.2,5,1360000,3
107,Hyundai i20,Hyundai,i20,3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5,550000,2
108,Hyundai i20,Hyundai,i20,6,79000,Individual,Petrol,Manual,18.6,1197,81.83,5,515000,0
109,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,40000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,1790000,3
110,Ford Ecosport,Ford,Ecosport,6,142000,Dealer,Diesel,Manual,21.7,1498,98.96,5,525000,3
111,Hyundai Creta,Hyundai,Creta,4,51050,Dealer,Diesel,Manual,19.67,1582,126.2,5,1050000,3
112,Maruti Wagon R,Maruti,Wagon R,16,40000,Individual,Petrol,Manual,18.9,998,67.1,5,75000,0
113,Maruti Alto,Maruti,Alto,5,8230,Dealer,Petrol,Manual,20.92,998,67.1,5,270000,2
114,Hyundai Santro,Hyundai,Santro,13,75000,Dealer,Petrol,Manual,17.92,1086,62.1,5,145000,2
115,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,77000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1050000,3
116,Hyundai Grand,Hyundai,Grand,6,112000,Individual,Diesel,Manual,24.0,1120,70.0,5,350000,3
117,Renault Duster,Renault,Duster,7,53190,Dealer,Diesel,Manual,19.01,1461,108.45,5,560000,3
118,Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,625000,3
119,Mahindra Scorpio,Mahindra,Scorpio,10,156000,Dealer,Diesel,Manual,12.05,2179,120.0,8,565000,1
120,Maruti Vitara,Maruti,Vitara,4,100000,Individual,Diesel,Manual,24.3,1248,88.5,5,760000,3
121,Ford Endeavour,Ford,Endeavour,4,50000,Individual,Diesel,Automatic,10.91,3198,197.0,7,2750000,1
122,Maruti Celerio,Maruti,Celerio,4,9400,Dealer,Petrol,Automatic,23.1,998,67.04,5,470000,2
123,Toyota Innova,Toyota,Innova,12,250000,Individual,Diesel,Manual,12.8,2494,102.0,8,600000,1
124,Toyota Innova,Toyota,Innova,13,270000,Individual,Diesel,Manual,12.8,2494,102.0,8,500000,1
125,Honda City,Honda,City,7,40000,Dealer,Petrol,Manual,17.4,1497,117.3,5,650000,2
126,Hyundai i10,Hyundai,i10,10,80000,Dealer,Petrol,Manual,20.36,1197,78.9,5,225000,2
127,Honda WR-V,Honda,WR-V,3,40000,Individual,Petrol,Manual,17.5,1199,88.7,5,700000,0
128,Maruti Celerio,Maruti,Celerio,4,54202,Trustmark Dealer,Petrol,Automatic,23.1,998,67.04,5,435000,2
130,Mahindra XUV500,Mahindra,XUV500,6,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,955000,1
131,Mahindra XUV500,Mahindra,XUV500,6,65000,Individual,Diesel,Manual,15.1,2179,140.0,7,750000,1
132,Maruti Alto,Maruti,Alto,8,120000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,0
133,Hyundai Verna,Hyundai,Verna,7,89000,Dealer,Diesel,Manual,22.32,1582,126.32,5,650000,3
134,Ford Ecosport,Ford,Ecosport,2,11800,Individual,Petrol,Manual,17.0,1497,121.31,5,900000,0
135,Maruti Vitara,Maruti,Vitara,5,27200,Dealer,Diesel,Manual,24.3,1248,88.5,5,809000,3
136,Hyundai i20,Hyundai,i20,4,30000,Individual,Petrol,Manual,18.6,1197,81.83,5,635000,0
137,Maruti Alto,Maruti,Alto,6,35000,Individual,Petrol,Manual,22.74,796,47.3,5,270000,0
138,Maruti Swift,Maruti,Swift,9,90000,Individual,Petrol,Manual,18.6,1197,85.8,5,280000,0
139,Maruti Ertiga,Maruti,Ertiga,4,38461,Trustmark Dealer,CNG,Manual,26.8,1462,103.0,7,790000,1
140,Toyota Innova,Toyota,Innova,6,124000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1150000,1
141,Maruti Swift Dzire,Maruti,Swift Dzire,7,56000,Dealer,Diesel,Manual,23.4,1248,74.0,5,410000,3
142,Hyundai i20,Hyundai,i20,6,175000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000,3
143,Honda City,Honda,City,2,16000,Dealer,Petrol,Manual,17.4,1497,117.6,5,925000,2
144,Honda City,Honda,City,16,68000,Individual,Petrol,Manual,13.0,1493,100.0,5,65000,0
145,Hyundai i20,Hyundai,i20,6,35000,Individual,Diesel,Manual,22.54,1396,88.73,5,600000,3
146,Maruti Ertiga,Maruti,Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,950000,1
147,Hyundai i10,Hyundai,i10,5,67817,Dealer,Petrol,Manual,20.36,1197,78.9,5,465000,2
148,Maruti Alto,Maruti,Alto,3,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,325000,2
149,Volkswagen Vento,Volkswagen,Vento,8,66000,Dealer,Diesel,Manual,20.54,1598,103.6,5,490000,3
150,Ford Figo,Ford,Figo,10,66000,Dealer,Diesel,Manual,20.0,1399,68.05,5,255000,3
151,Jaguar XF,Jaguar,XF,4,34600,Dealer,Diesel,Automatic,19.33,1999,177.0,5,3500000,3
152,Honda City,Honda,City,4,53000,Dealer,Petrol,Manual,17.4,1497,117.6,5,880000,2
153,Hyundai Creta,Hyundai,Creta,5,30000,Dealer,Petrol,Manual,13.0,1591,121.3,5,890000,2
154,Maruti Ertiga,Maruti,Ertiga,8,60000,Dealer,Diesel,Manual,20.77,1248,88.8,7,400000,1
155,Maruti Ertiga,Maruti,Ertiga,4,68000,Dealer,Diesel,Manual,24.52,1248,88.5,7,900000,1
156,Maruti Ertiga,Maruti,Ertiga,4,45280,Trustmark Dealer,CNG,Manual,17.5,1373,80.46,7,775000,1
157,Toyota Innova,Toyota,Innova,11,191876,Dealer,Diesel,Manual,12.8,2494,102.0,8,670000,1
158,Maruti Eeco,Maruti,Eeco,5,29000,Dealer,CNG,Manual,15.1,1196,73.0,5,295000,3
159,Hyundai i20,Hyundai,i20,6,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,444000,0
160,Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,770000,2
161,Hyundai Santro,Hyundai,Santro,13,80000,Individual,Petrol,Manual,17.92,1086,62.1,5,110000,0
162,Hyundai i20,Hyundai,i20,5,60000,Individual,Petrol,Manual,17.19,1197,81.86,5,700000,0
163,Datsun GO,Datsun,GO,4,24000,Individual,Petrol,Manual,19.44,1198,67.0,7,425000,1
164,Volkswagen Vento,Volkswagen,Vento,10,160000,Individual,Petrol,Manual,15.8,1598,105.0,5,225000,0
165,Maruti Swift Dzire,Maruti,Swift Dzire,7,66251,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000,2
166,Maruti Baleno,Maruti,Baleno,6,90000,Individual,Diesel,Manual,27.39,1248,74.0,5,575000,3
167,Maruti Wagon R,Maruti,Wagon R,5,68000,Dealer,CNG,Manual,26.2,998,58.2,5,320000,3
168,Maruti Swift,Maruti,Swift,3,40000,Dealer,Diesel,Manual,25.2,1248,74.0,5,725000,3
169,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,Individual,Diesel,Automatic,14.84,2143,170.0,5,700000,3
170,Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,627000,3
171,Maruti Wagon R,Maruti,Wagon R,5,65000,Dealer,CNG,Manual,33.54,998,67.04,5,310000,3
172,Ford Ecosport,Ford,Ecosport,4,35000,Individual,Diesel,Manual,23.0,1498,98.96,5,785000,3
173,Skoda Superb,Skoda,Superb,9,80000,Dealer,Petrol,Manual,13.14,1798,160.0,5,395000,2
174,Toyota Camry,Toyota,Camry,6,64000,Dealer,Petrol,Automatic,19.16,2494,158.2,5,1700000,2
175,Volkswagen Polo,Volkswagen,Polo,8,58000,Dealer,Diesel,Manual,22.07,1199,73.9,5,460000,3
176,Maruti Baleno,Maruti,Baleno,3,43875,Dealer,Petrol,Automatic,21.4,1197,83.1,5,580000,2
177,Maruti Baleno,Maruti,Baleno,4,36000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,600000,2
178,Renault Duster,Renault,Duster,4,85000,Dealer,Diesel,Automatic,19.87,1461,108.5,5,690000,3
179,Volkswagen Vento,Volkswagen,Vento,9,120000,Individual,Diesel,Manual,20.54,1598,103.6,5,450000,3
180,Hyundai Grand,Hyundai,Grand,6,75000,Dealer,Petrol,Manual,18.9,1197,81.86,5,415000,2
181,BMW 3,BMW,3,6,55000,Dealer,Diesel,Automatic,19.59,1995,187.74,5,2550000,3
182,Honda City,Honda,City,9,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5,575000,2
183,Maruti Swift Dzire,Maruti,Swift Dzire,11,59117,Dealer,Petrol,Manual,17.5,1298,85.8,5,300000,2
184,Hyundai Santro,Hyundai,Santro,2,11500,Dealer,Petrol,Manual,20.3,1086,68.07,5,530000,2
185,Honda City,Honda,City,14,77034,Dealer,Petrol,Manual,16.9,1497,100.0,5,230000,2
186,Maruti Dzire LXI,Maruti,Dzire LXI,6,50000,Dealer,Petrol,Manual,23.26,1197,88.5,5,385000,2
187,Maruti Baleno,Maruti,Baleno,3,4700,Dealer,Petrol,Manual,21.01,1197,81.8,5,675000,2
188,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,60000,Individual,Petrol,Automatic,11.74,1796,186.0,5,900000,0
189,Renault Duster,Renault,Duster,7,180000,Individual,Diesel,Manual,20.45,1461,83.8,5,500000,3
190,Skoda Rapid,Skoda,Rapid,8,70000,Dealer,Diesel,Manual,20.5,1598,103.5,5,375000,3
191,Maruti Swift,Maruti,Swift,11,42500,Dealer,Diesel,Manual,25.2,1248,74.0,5,219000,3
192,Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000,0
193,Tata Nexon,Tata,Nexon,3,27700,Dealer,Petrol,Automatic,17.0,1198,108.5,5,890000,2
194,Audi A4,Audi,A4,5,51000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,1850000,3
195,Skoda Rapid,Skoda,Rapid,6,47000,Dealer,Petrol,Manual,15.0,1598,103.5,5,485000,2
196,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000,0
197,Honda Amaze,Honda,Amaze,2,12000,Individual,Petrol,Manual,19.5,1199,88.76,5,670000,0
198,Skoda Rapid,Skoda,Rapid,7,70000,Dealer,Petrol,Manual,15.0,1598,103.52,5,425000,2
199,Hyundai i20,Hyundai,i20,9,36000,Individual,Petrol,Manual,18.5,1197,80.0,5,350000,0
200,Ford Figo,Ford,Figo,10,90000,Individual,Diesel,Manual,20.0,1399,68.0,5,200000,3
201,Honda City,Honda,City,7,100000,Individual,Petrol,Manual,17.4,1497,117.3,5,600000,0
202,Maruti Swift,Maruti,Swift,2,22000,Dealer,Diesel,Manual,28.4,1248,74.0,5,680000,3
203,Maruti Ciaz,Maruti,Ciaz,6,41000,Dealer,Petrol,Manual,20.73,1373,91.1,5,600000,2
204,Maruti Ciaz,Maruti,Ciaz,3,33000,Dealer,Diesel,Manual,28.09,1248,88.5,5,1000000,3
205,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,9,33999,Dealer,Petrol,Manual,12.3,1796,185.0,5,1350000,2
206,Ford Figo,Ford,Figo,11,35500,Dealer,Petrol,Manual,15.6,1196,70.0,5,271000,2
207,Hyundai Verna,Hyundai,Verna,5,66523,Dealer,Diesel,Manual,23.9,1582,126.2,5,775000,3
208,BMW 5,BMW,5,3,36000,Dealer,Diesel,Automatic,22.48,1995,187.74,5,4200000,3
209,Mahindra Scorpio,Mahindra,Scorpio,6,67000,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000,1
210,Maruti Alto,Maruti,Alto,8,90000,Individual,Petrol,Manual,22.74,796,47.3,5,200000,0
211,Mahindra Bolero,Mahindra,Bolero,5,35000,Individual,Diesel,Manual,16.5,1493,70.0,7,650000,1
212,Volkswagen Polo,Volkswagen,Polo,7,17205,Dealer,Petrol,Manual,16.47,1198,74.0,5,450000,2
213,Volkswagen Polo,Volkswagen,Polo,8,54000,Dealer,Petrol,Automatic,17.2,1197,103.6,5,525000,2
214,Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Automatic,24.04,999,67.0,5,385000,2
215,Hyundai Creta,Hyundai,Creta,3,73249,Dealer,Diesel,Manual,21.38,1396,88.7,5,865000,3
216,Honda City,Honda,City,4,30000,Individual,Petrol,Manual,17.8,1497,117.3,5,850000,0
217,Mahindra XUV500,Mahindra,XUV500,9,100000,Dealer,Diesel,Manual,15.1,2179,140.0,7,585000,1
218,Maruti Ertiga,Maruti,Ertiga,5,57000,Dealer,Diesel,Manual,24.52,1248,88.5,7,590000,1
219,Toyota Innova,Toyota,Innova,7,175645,Dealer,Diesel,Manual,12.8,2494,102.0,8,1050000,1
220,Renault Duster,Renault,Duster,9,48000,Dealer,Diesel,Manual,19.64,1461,108.45,5,375000,3
221,Maruti Ertiga,Maruti,Ertiga,4,70000,Dealer,Diesel,Manual,24.52,1248,88.5,7,690000,1
222,Maruti Wagon R,Maruti,Wagon R,5,44000,Dealer,CNG,Manual,26.6,998,58.16,5,375000,3
223,Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000,0
224,Toyota Innova,Toyota,Innova,7,30000,Dealer,Diesel,Manual,12.99,2494,100.6,7,850000,1
225,Maruti Baleno,Maruti,Baleno,4,70000,Individual,Diesel,Manual,27.39,1248,74.0,5,820000,3
226,Toyota Innova,Toyota,Innova,11,106868,Dealer,Diesel,Manual,12.8,2494,102.0,8,575000,1
227,Ford Figo,Ford,Figo,7,63407,Dealer,Diesel,Manual,20.0,1399,68.05,5,440000,3
228,Honda City,Honda,City,5,32000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,845000,2
229,Mahindra Bolero,Mahindra,Bolero,4,57000,Individual,Diesel,Manual,16.5,1493,70.0,7,718000,1
230,Volkswagen Vento,Volkswagen,Vento,4,70763,Dealer,Diesel,Automatic,22.15,1498,108.6,5,1075000,3
231,Tata Tiago,Tata,Tiago,3,31000,Dealer,Petrol,Manual,23.84,1199,84.0,5,475000,2
232,Renault KWID,Renault,KWID,5,46260,Dealer,Petrol,Manual,22.3,799,53.26,5,365000,2
233,Toyota Innova,Toyota,Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,8,400000,1
234,Skoda Rapid,Skoda,Rapid,4,60000,Dealer,Diesel,Automatic,21.72,1498,108.6,5,690000,3
235,Renault Duster,Renault,Duster,8,53000,Individual,Diesel,Manual,19.01,1461,108.45,5,650000,3
236,Tata Tiago,Tata,Tiago,2,15000,Individual,Petrol,Manual,23.84,1199,84.0,5,600000,0
237,Volkswagen Polo,Volkswagen,Polo,7,18520,Dealer,Petrol,Manual,16.2,1199,74.0,5,465000,2
238,Maruti Swift,Maruti,Swift,9,126000,Individual,Petrol,Manual,18.6,1197,85.8,5,315000,0
239,Maruti Vitara,Maruti,Vitara,1,12000,Dealer,Petrol,Automatic,18.76,1462,103.26,5,1225000,2
240,Land Rover Rover,Land Rover,Rover,5,56000,Dealer,Petrol,Automatic,12.63,1999,177.0,5,2890000,2
241,Maruti Swift,Maruti,Swift,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000,0
